age race earnwke senior married union female hogwarts hhouse
3688 44 Pureblood 1000 Senior Married Non-Union Male Graduated Hufflepuff
3689 41 Pureblood 1653.84 Senior Married Non-Union Female Graduated Hufflepuff
3690 43 Pureblood 588 Junior Single Non-Union Female Graduated Hufflepuff
3691 49 Pureblood 1000 Senior Married Non-Union Male Graduated Gryffindor
3692 48 Pureblood 650 Senior Married Non-Union Female Graduated Gryffindor
3693 45 Pureblood 1640 Senior Married Union Male Drop-Out Slytherin
3694 20 Pureblood 150 Senior Single Union Male Graduated Slytherin
3695 40 Pureblood 300 Junior Married Non-Union Female Drop-Out Slytherin
3696 30 Pureblood 1923 Senior Married Non-Union Male Graduated Gryffindor
3697 30 Pureblood 1442 Senior Married Non-Union Female Graduated Gryffindor
3698 50 Pureblood 1826.92 Senior Married Non-Union Male Graduated Gryffindor
3699 55 Pureblood 2692.3 Senior Married Non-Union Female Graduated Gryffindor
3700 56 Pureblood 673.07 Senior Married Non-Union Male Graduated Slytherin
3701 54 Pureblood 769.23 Senior Married Non-Union Female Graduated Slytherin
3702 58 Pureblood 865.38 Senior Married Non-Union Male Graduated Hufflepuff
3703 55 Pureblood 807.69 Senior Married Non-Union Female Graduated Hufflepuff
3704 59 Pureblood 769 Senior Single Non-Union Male Graduated Ravenclaw
3705 47 Pureblood 692.3 Senior Married Non-Union Female Graduated Ravenclaw
3706 38 Pureblood 889.5 Senior Married Non-Union Female Graduated Slytherin
3707 33 Pureblood 2692.3 Senior Single Non-Union Female Graduated Gryffindor
3708 60 Pureblood 2884.61 Senior Married Non-Union Male Graduated Slytherin
3709 32 Halfblood 1153 Senior Married Non-Union Male Graduated Ravenclaw
3710 33 Halfblood 1000 Senior Married Non-Union Female Graduated Ravenclaw
3711 58 Pureblood 360 Senior Single Non-Union Female Drop-Out Hufflepuff
3712 35 Pureblood 1076.92 Senior Married Non-Union Male Graduated Slytherin
3713 31 Pureblood 230.76 Senior Married Non-Union Female Drop-Out Slytherin
3714 36 Pureblood 1405 Senior Single Non-Union Male Graduated Hufflepuff
3715 56 Pureblood 1230.76 Senior Single Union Female Graduated Hufflepuff
3716 55 Pureblood 1057 Senior Married Union Male Graduated Hufflepuff
3717 50 Pureblood 711 Senior Married Union Female Graduated Hufflepuff
3718 62 Pureblood 366.66 Junior Single Non-Union Male Graduated Gryffindor
3719 28 Muggle-Born 548.4 Junior Single Non-Union Female Drop-Out Hufflepuff
3720 29 Pureblood 810 Senior Single Non-Union Male Graduated Ravenclaw
3721 23 Muggle-Born 600 Senior Single Non-Union Male Graduated Hufflepuff
3722 55 Muggle-Born 1000 Senior Married Non-Union Male Graduated Hufflepuff
3723 57 Muggle-Born 560 Senior Married Non-Union Female Graduated Hufflepuff
3724 38 Pureblood 957 Senior Single Non-Union Male Drop-Out Ravenclaw
3725 44 Halfblood 360 Senior Single Non-Union Male Drop-Out Hufflepuff
3726 19 Halfblood 217.5 Junior Single Non-Union Female Graduated Hufflepuff
3727 49 Pureblood 980.76 Senior Single Non-Union Male Graduated Slytherin
3728 49 Pureblood 1346.15 Senior Single Non-Union Male Graduated Slytherin
3729 30 Pureblood 550 Senior Married Non-Union Male Graduated Ravenclaw
3730 58 Pureblood 400 Senior Married Non-Union Female Drop-Out Ravenclaw
3731 34 Pureblood 961.53 Senior Married Union Male Graduated Ravenclaw
3732 41 Pureblood 900 Junior Married Non-Union Female Graduated Slytherin
3733 52 Pureblood 538.46 Senior Married Non-Union Male Graduated Hufflepuff
3734 38 Pureblood 540 Senior Married Non-Union Male Graduated Slytherin
3735 39 Pureblood 669.23 Senior Married Non-Union Female Graduated Slytherin
3736 29 Pureblood 1250 Senior Single Non-Union Male Drop-Out Ravenclaw
3737 24 Pureblood 673.07 Senior Single Non-Union Female Graduated Ravenclaw
3738 60 Pureblood 1026 Senior Single Union Female Drop-Out Hufflepuff
3739 38 Pureblood 95 Junior Married Non-Union Male Graduated Gryffindor
3740 35 Pureblood 769.23 Senior Married Non-Union Male Drop-Out Hufflepuff
3741 33 Pureblood 560 Senior Married Non-Union Female Graduated Hufflepuff
3742 22 Pureblood 540 Senior Single Non-Union Male Drop-Out Slytherin
3743 21 Pureblood 585 Senior Single Non-Union Male Graduated Slytherin
3744 18 Pureblood 225 Senior Single Non-Union Male Graduated Slytherin
3745 50 Pureblood 888 Junior Married Non-Union Male Graduated Gryffindor
3746 26 Pureblood 482 Senior Married Non-Union Male Graduated Hufflepuff
3747 29 Pureblood 673.07 Senior Married Non-Union Female Graduated Hufflepuff
3748 43 Pureblood 900 Senior Married Non-Union Male Drop-Out Hufflepuff
3749 38 Pureblood 2884.61 Senior Married Non-Union Male Graduated Slytherin
3750 37 Pureblood 1000 Junior Married Non-Union Female Graduated Slytherin
3751 62 Halfblood 780 Senior Single Non-Union Female Graduated Ravenclaw
3752 47 Pureblood 1634.61 Senior Married Non-Union Male Graduated Gryffindor
3753 45 Pureblood 576.92 Senior Married Non-Union Female Graduated Gryffindor
3754 27 Pureblood 340 Senior Single Non-Union Male Drop-Out Ravenclaw
3755 26 Pureblood 280 Senior Single Non-Union Female Drop-Out Ravenclaw
3756 58 Pureblood 2057.69 Senior Single Non-Union Female Graduated Ravenclaw
3757 27 Pureblood 210 Senior Married Non-Union Male Graduated Gryffindor
3758 50 Pureblood 1923.07 Senior Married Non-Union Male Drop-Out Gryffindor
3759 49 Pureblood 1730 Senior Married Non-Union Female Graduated Gryffindor
3760 44 Pureblood 2115.38 Senior Married Non-Union Male Graduated Hufflepuff
3761 43 Pureblood 192.3 Junior Married Non-Union Female Graduated Hufflepuff
3762 58 Pureblood 882.4 Junior Married Union Female Graduated Hufflepuff
3763 32 Pureblood 1057.69 Senior Married Union Male Graduated Ravenclaw
3764 30 Pureblood 461.53 Senior Married Union Female Drop-Out Ravenclaw
3765 21 Pureblood 270 Senior Single Non-Union Female Drop-Out Ravenclaw
3766 42 Pureblood 300 Senior Single Non-Union Female Drop-Out Slytherin
3767 60 Pureblood 1507.5 Senior Married Non-Union Male Graduated Slytherin
3768 60 Pureblood 787.5 Senior Married Non-Union Female Graduated Slytherin
3769 51 Pureblood 750 Junior Married Non-Union Male Drop-Out Slytherin
3770 48 Pureblood 424 Senior Married Non-Union Female Drop-Out Slytherin
3771 47 Pureblood 460.25 Senior Married Non-Union Male Graduated Slytherin
3772 53 Pureblood 304 Senior Married Non-Union Female Drop-Out Slytherin
3773 38 Halfblood 1384.61 Senior Single Union Male Graduated Slytherin
3774 48 Pureblood 441.2 Senior Married Non-Union Female Graduated Gryffindor
3775 63 Pureblood 1153 Junior Married Non-Union Male Drop-Out Gryffindor
3776 56 Pureblood 455 Senior Married Union Female Drop-Out Gryffindor
3777 49 Pureblood 100 Junior Single Non-Union Female Drop-Out Gryffindor
3778 59 Pureblood 1700 Senior Married Union Male Drop-Out Gryffindor
3779 56 Pureblood 350 Senior Married Non-Union Female Drop-Out Gryffindor
3780 33 Pureblood 420 Senior Married Non-Union Male Drop-Out Hufflepuff
3781 61 Pureblood 1923.07 Junior Single Non-Union Female Graduated Ravenclaw
3782 60 Muggle-Born 2884.61 Junior Single Non-Union Female Graduated Hufflepuff
3783 61 Pureblood 730.76 Junior Single Non-Union Female Graduated Hufflepuff
3784 35 Pureblood 540 Senior Married Non-Union Male Graduated Slytherin
3785 45 Pureblood 1038.46 Senior Married Non-Union Male Graduated Hufflepuff
3786 18 Pureblood 34.61 Senior Single Non-Union Female Graduated Hufflepuff
3787 29 Pureblood 903.84 Junior Married Non-Union Male Graduated Slytherin
3788 28 Pureblood 769 Junior Married Non-Union Female Graduated Ravenclaw
3789 34 Pureblood 538.46 Senior Married Non-Union Male Graduated Ravenclaw
3790 46 Pureblood 1980 Senior Single Non-Union Male Graduated Slytherin
3791 49 Pureblood 1055 Senior Single Non-Union Male Graduated Gryffindor
3792 61 Pureblood 200 Senior Married Non-Union Female Drop-Out Slytherin
3793 60 Pureblood 1675.67 Senior Married Union Male Graduated Ravenclaw
3794 54 Pureblood 300 Senior Married Non-Union Female Graduated Ravenclaw
3795 44 Pureblood 850 Senior Married Non-Union Female Drop-Out Hufflepuff
3796 26 Halfblood 400 Senior Single Non-Union Male Graduated Slytherin
3797 27 Halfblood 108 Junior Single Non-Union Female Graduated Slytherin
3798 27 Pureblood 646.15 Senior Single Non-Union Female Graduated Hufflepuff
3799 61 Pureblood 480.76 Senior Married Non-Union Female Graduated Slytherin
3800 45 Pureblood 460 Senior Married Non-Union Male Graduated Gryffindor
3801 35 Muggle-Born 384.61 Senior Married Non-Union Male Drop-Out Slytherin
3802 33 Muggle-Born 288.46 Senior Married Non-Union Female Drop-Out Slytherin
3803 30 Pureblood 1153 Senior Single Non-Union Male Graduated Slytherin
3804 51 Pureblood 480 Senior Single Non-Union Female Drop-Out Slytherin
3805 19 Pureblood 192.3 Senior Single Non-Union Male Graduated Slytherin
3806 46 Pureblood 720.16 Junior Married Non-Union Female Drop-Out Hufflepuff
3807 39 Muggle-Born 1634 Senior Married Non-Union Male Graduated Ravenclaw
3808 39 Muggle-Born 692.3 Senior Married Non-Union Male Graduated Hufflepuff
3809 52 Muggle-Born 250 Senior Single Non-Union Female Graduated Ravenclaw
3810 39 Pureblood 1210 Senior Married Non-Union Male Drop-Out Hufflepuff
3811 34 Pureblood 600 Senior Married Non-Union Male Graduated Ravenclaw
3812 42 Pureblood 340 Senior Married Non-Union Female Graduated Ravenclaw
3813 29 Pureblood 1923.05 Senior Married Non-Union Male Graduated Gryffindor
3814 30 Pureblood 961.53 Junior Married Union Female Graduated Gryffindor
3815 31 Pureblood 160 Junior Single Non-Union Female Graduated Slytherin
3816 45 Pureblood 553 Senior Married Non-Union Male Graduated Hufflepuff
3817 38 Pureblood 1134 Senior Married Non-Union Female Drop-Out Hufflepuff
3818 32 Pureblood 320 Senior Married Non-Union Male Graduated Slytherin
3819 39 Pureblood 1923.05 Senior Married Non-Union Female Graduated Ravenclaw
3820 33 Pureblood 1153.84 Senior Married Union Male Graduated Ravenclaw
3821 33 Pureblood 2307.69 Senior Married Non-Union Male Graduated Hufflepuff
3822 39 Pureblood 840 Senior Married Union Male Graduated Hufflepuff
3823 57 Pureblood 961.53 Senior Married Non-Union Female Graduated Slytherin
3824 43 Pureblood 1480.76 Senior Single Non-Union Female Graduated Slytherin
3825 19 Pureblood 460 Senior Single Non-Union Male Drop-Out Gryffindor
3826 18 Pureblood 345 Senior Single Non-Union Female Graduated Gryffindor
3827 45 Pureblood 1884 Senior Married Non-Union Male Graduated Hufflepuff
3828 43 Pureblood 900 Senior Single Non-Union Male Graduated Slytherin
3829 41 Pureblood 500 Senior Single Non-Union Female Graduated Slytherin
3830 57 Halfblood 923 Senior Single Non-Union Male Drop-Out Gryffindor
3831 23 Pureblood 200 Senior Single Non-Union Male Graduated Gryffindor
3832 43 Halfblood 793.2 Senior Married Non-Union Male Graduated Slytherin
3833 46 Halfblood 645.2 Senior Married Non-Union Female Drop-Out Slytherin
3834 51 Pureblood 920 Senior Single Non-Union Male Drop-Out Ravenclaw
3835 48 Pureblood 1100 Senior Married Non-Union Male Graduated Hufflepuff
3836 46 Pureblood 265 Senior Married Non-Union Female Graduated Hufflepuff
3837 47 Pureblood 418 Senior Married Non-Union Female Drop-Out Slytherin
3838 26 Pureblood 1000 Senior Single Non-Union Female Graduated Slytherin
3839 43 Muggle-Born 1211.53 Senior Married Union Male Graduated Hufflepuff
3840 42 Pureblood 644.23 Senior Married Non-Union Female Graduated Hufflepuff
3841 30 Pureblood 320 Senior Married Non-Union Male Drop-Out Slytherin
3842 54 Halfblood 634.61 Senior Married Non-Union Female Graduated Slytherin
3843 43 Pureblood 1550 Senior Married Non-Union Male Drop-Out Slytherin
3844 40 Pureblood 435.2 Senior Married Non-Union Female Graduated Slytherin
3845 60 Pureblood 1730.76 Senior Married Non-Union Female Graduated Ravenclaw
3846 20 Halfblood 600 Junior Single Non-Union Male Graduated Slytherin
3847 42 Pureblood 923.07 Senior Married Non-Union Male Graduated Hufflepuff
3848 38 Pureblood 1497.6 Senior Married Union Female Graduated Hufflepuff
3849 29 Pureblood 365.38 Senior Married Non-Union Female Graduated Ravenclaw
3850 61 Pureblood 865 Senior Married Non-Union Male Drop-Out Gryffindor
3851 59 Pureblood 262.5 Senior Married Non-Union Female Drop-Out Gryffindor
3852 45 Pureblood 750 Senior Married Union Female Graduated Hufflepuff
3853 33 Pureblood 320 Senior Married Non-Union Female Drop-Out Ravenclaw
3854 48 Pureblood 984 Senior Married Non-Union Male Graduated Ravenclaw
3855 47 Muggle-Born 945 Senior Married Non-Union Female Graduated Ravenclaw
3856 19 Muggle-Born 172.5 Senior Single Non-Union Female Graduated Ravenclaw
3857 50 Pureblood 900 Junior Married Union Male Graduated Gryffindor
3858 18 Pureblood 40 Senior Single Non-Union Female Graduated Gryffindor
3859 43 Pureblood 375 Junior Married Union Female Graduated Gryffindor
3860 34 Pureblood 562 Junior Married Non-Union Male Graduated Ravenclaw
3861 29 Pureblood 376 Senior Married Non-Union Female Drop-Out Ravenclaw
3862 45 Pureblood 2788 Senior Married Non-Union Male Graduated Hufflepuff
3863 38 Pureblood 1300 Senior Married Non-Union Male Graduated Hufflepuff
3864 47 Pureblood 116 Senior Single Non-Union Female Graduated Ravenclaw
3865 39 Halfblood 550 Senior Single Non-Union Female Graduated Gryffindor
3866 29 Pureblood 1442.3 Senior Married Non-Union Male Drop-Out Hufflepuff
3867 26 Pureblood 673.05 Senior Married Non-Union Female Graduated Hufflepuff
3868 60 Pureblood 1057.69 Senior Married Non-Union Male Graduated Hufflepuff
3869 59 Pureblood 461.53 Junior Married Non-Union Female Graduated Hufflepuff
3870 60 Muggle-Born 200 Senior Single Non-Union Female Graduated Slytherin
3871 58 Pureblood 440 Senior Single Non-Union Female Graduated Slytherin
3872 31 Halfblood 1153 Senior Single Non-Union Female Drop-Out Gryffindor
3873 56 Pureblood 788 Senior Married Non-Union Male Graduated Ravenclaw
3874 45 Pureblood 1053 Senior Married Non-Union Male Drop-Out Ravenclaw
3875 47 Pureblood 1346.15 Senior Married Non-Union Female Drop-Out Ravenclaw
3876 59 Muggle-Born 328 Senior Single Union Female Graduated Slytherin
3877 28 Pureblood 578.5 Senior Single Non-Union Male Graduated Hufflepuff
3878 27 Pureblood 399.27 Senior Single Union Female Graduated Hufflepuff
3879 63 Pureblood 224 Senior Married Non-Union Male Drop-Out Gryffindor
3880 58 Pureblood 297.5 Senior Married Non-Union Female Drop-Out Gryffindor
3881 50 Pureblood 1730.76 Senior Married Non-Union Male Graduated Hufflepuff
3882 46 Pureblood 349.68 Senior Married Non-Union Female Graduated Hufflepuff
3883 48 Pureblood 2307.69 Senior Married Non-Union Male Graduated Slytherin
3884 37 Halfblood 380 Senior Married Non-Union Male Drop-Out Slytherin
3885 29 Pureblood 461.53 Senior Single Non-Union Male Graduated Hufflepuff
3886 30 Pureblood 1384.61 Senior Married Non-Union Male Graduated Hufflepuff
3887 21 Muggle-Born 640 Senior Single Non-Union Male Drop-Out Ravenclaw
3888 21 Muggle-Born 202.5 Senior Single Non-Union Female Drop-Out Ravenclaw
3889 39 Pureblood 1384 Senior Married Non-Union Male Graduated Slytherin
3890 47 Pureblood 1923 Senior Married Non-Union Male Graduated Slytherin
3891 19 Pureblood 140 Senior Single Non-Union Female Graduated Slytherin
3892 63 Pureblood 2884.61 Junior Married Non-Union Male Graduated Hufflepuff
3893 38 Pureblood 2115.38 Senior Married Non-Union Male Graduated Slytherin
3894 36 Pureblood 480.76 Senior Married Non-Union Female Graduated Slytherin
3895 48 Halfblood 650 Senior Married Union Male Drop-Out Hufflepuff
3896 53 Pureblood 1923.07 Senior Married Non-Union Male Graduated Hufflepuff
3897 58 Pureblood 2692.3 Senior Married Non-Union Male Drop-Out Hufflepuff
3898 47 Pureblood 1200 Senior Single Union Male Graduated Ravenclaw
3899 30 Pureblood 505.2 Senior Single Non-Union Male Graduated Gryffindor
3900 37 Pureblood 992.3 Senior Single Non-Union Female Graduated Gryffindor
3901 48 Pureblood 780 Senior Married Non-Union Male Graduated Ravenclaw
3902 18 Pureblood 102 Junior Single Non-Union Male Graduated Ravenclaw
3903 39 Pureblood 689.7 Senior Married Union Female Graduated Ravenclaw
3904 54 Pureblood 986 Senior Married Non-Union Male Graduated Gryffindor
3905 50 Pureblood 600 Senior Married Non-Union Female Graduated Hufflepuff
3906 25 Pureblood 140 Junior Married Non-Union Female Graduated Ravenclaw
3907 49 Halfblood 1250 Senior Single Non-Union Female Graduated Gryffindor
3908 18 Halfblood 300 Junior Single Non-Union Female Drop-Out Gryffindor
3909 36 Pureblood 600 Senior Married Non-Union Male Drop-Out Ravenclaw
3910 36 Pureblood 640 Junior Married Non-Union Female Drop-Out Ravenclaw
3911 56 Pureblood 556 Senior Single Non-Union Male Graduated Gryffindor
3912 58 Pureblood 1607 Junior Single Non-Union Female Graduated Hufflepuff
3913 49 Pureblood 330 Junior Single Union Male Graduated Slytherin
3914 43 Halfblood 460 Senior Single Non-Union Female Graduated Hufflepuff
3915 40 Pureblood 225 Senior Married Non-Union Female Drop-Out Gryffindor
3916 62 Pureblood 846 Senior Married Non-Union Male Drop-Out Hufflepuff
3917 54 Pureblood 743 Senior Married Union Female Graduated Hufflepuff
3918 43 Pureblood 520 Senior Married Non-Union Male Graduated Ravenclaw
3919 34 Pureblood 380 Senior Married Union Female Graduated Ravenclaw
3920 56 Halfblood 675 Senior Single Union Female Graduated Gryffindor
3921 30 Halfblood 400 Senior Single Non-Union Female Graduated Gryffindor
3922 61 Pureblood 450 Senior Single Non-Union Male Drop-Out Gryffindor
3923 58 Pureblood 520 Senior Single Non-Union Female Drop-Out Gryffindor
3924 62 Pureblood 2307 Senior Married Non-Union Male Drop-Out Ravenclaw
3925 45 Pureblood 2884.61 Senior Single Non-Union Male Graduated Gryffindor
3926 61 Pureblood 1250 Senior Married Non-Union Female Graduated Ravenclaw
3927 40 Pureblood 769.23 Senior Married Non-Union Female Drop-Out Slytherin
3928 49 Pureblood 1153.84 Senior Married Non-Union Male Drop-Out Slytherin
3929 34 Pureblood 650 Senior Married Non-Union Male Drop-Out Hufflepuff
3930 28 Pureblood 650 Senior Married Non-Union Female Drop-Out Hufflepuff
3931 46 Pureblood 400 Junior Married Non-Union Male Graduated Slytherin
3932 43 Pureblood 576 Senior Married Non-Union Female Graduated Slytherin
3933 27 Pureblood 688 Senior Single Non-Union Male Graduated Hufflepuff
3934 26 Pureblood 760 Senior Single Non-Union Female Graduated Hufflepuff
3935 52 Pureblood 1144 Senior Single Non-Union Female Graduated Slytherin
3936 37 Pureblood 1550 Senior Married Union Male Graduated Ravenclaw
3937 32 Pureblood 600 Senior Married Non-Union Female Graduated Ravenclaw
3938 31 Halfblood 270 Junior Single Non-Union Female Drop-Out Slytherin
3939 38 Muggle-Born 560 Junior Single Union Male Drop-Out Ravenclaw
3940 47 Muggle-Born 600 Senior Married Union Female Drop-Out Ravenclaw
3941 49 Pureblood 1153 Senior Married Non-Union Female Drop-Out Ravenclaw
3942 41 Pureblood 320 Senior Married Union Female Graduated Gryffindor
3943 50 Pureblood 170 Senior Single Non-Union Female Graduated Hufflepuff
3944 30 Pureblood 880 Senior Married Non-Union Male Graduated Ravenclaw
3945 27 Halfblood 290 Senior Married Non-Union Female Drop-Out Gryffindor
3946 45 Pureblood 642.8 Senior Single Union Female Graduated Hufflepuff
3947 35 Pureblood 769.23 Senior Married Union Male Graduated Slytherin
3948 60 Halfblood 440 Junior Single Non-Union Male Graduated Gryffindor
3949 50 Halfblood 400 Junior Single Non-Union Female Drop-Out Gryffindor
3950 58 Pureblood 600 Senior Married Non-Union Male Graduated Slytherin
3951 24 Pureblood 519.23 Senior Single Non-Union Female Graduated Hufflepuff
3952 29 Pureblood 576.92 Senior Single Non-Union Female Graduated Hufflepuff
3953 47 Pureblood 1650 Senior Married Union Male Graduated Hufflepuff
3954 49 Pureblood 692.3 Junior Married Non-Union Male Graduated Ravenclaw
3955 52 Pureblood 1153.84 Junior Married Union Female Graduated Ravenclaw
3956 59 Pureblood 1200 Junior Single Union Male Graduated Hufflepuff
3957 59 Pureblood 888 Senior Married Non-Union Male Drop-Out Hufflepuff
3958 58 Pureblood 865 Senior Married Non-Union Female Drop-Out Hufflepuff
3959 24 Pureblood 480 Senior Single Non-Union Male Drop-Out Hufflepuff
3960 47 Pureblood 1250 Senior Married Non-Union Male Graduated Ravenclaw
3961 45 Pureblood 260 Senior Married Non-Union Female Graduated Ravenclaw
3962 50 Halfblood 640 Senior Married Non-Union Male Graduated Slytherin
3963 45 Pureblood 1192.3 Senior Married Non-Union Male Graduated Slytherin
3964 46 Pureblood 1000 Junior Married Non-Union Male Graduated Slytherin
3965 32 Pureblood 458 Junior Single Non-Union Male Graduated Slytherin
3966 57 Pureblood 1209.2 Senior Married Non-Union Male Drop-Out Slytherin
3967 44 Pureblood 1160 Senior Single Union Male Drop-Out Ravenclaw
3968 30 Muggle-Born 701.6 Senior Married Non-Union Male Drop-Out Hufflepuff
3969 39 Pureblood 446.5 Senior Married Non-Union Female Graduated Hufflepuff
3970 43 Pureblood 961.53 Senior Married Non-Union Female Graduated Slytherin
3971 61 Pureblood 1120 Senior Married Non-Union Male Graduated Slytherin
3972 61 Pureblood 720 Senior Married Non-Union Female Graduated Slytherin
3973 22 Muggle-Born 96.15 Junior Single Non-Union Female Graduated Ravenclaw
3974 61 Pureblood 673 Senior Married Non-Union Female Graduated Slytherin
3975 56 Pureblood 1327.94 Senior Married Union Male Drop-Out Gryffindor
3976 58 Pureblood 840 Junior Married Non-Union Female Graduated Gryffindor
3977 37 Pureblood 1428.57 Senior Married Non-Union Male Graduated Hufflepuff
3978 37 Pureblood 2884.61 Senior Married Non-Union Female Graduated Hufflepuff
3979 30 Pureblood 500 Senior Single Non-Union Female Graduated Slytherin
3980 32 Pureblood 390 Senior Married Non-Union Female Graduated Hufflepuff
3981 33 Pureblood 1187.5 Senior Married Non-Union Male Graduated Slytherin
3982 29 Pureblood 730.76 Senior Married Non-Union Female Graduated Slytherin
3983 42 Pureblood 558 Senior Married Non-Union Female Drop-Out Hufflepuff
3984 32 Pureblood 1115.38 Junior Single Non-Union Male Graduated Ravenclaw
3985 26 Pureblood 884.61 Junior Single Non-Union Female Graduated Ravenclaw
3986 61 Pureblood 2403 Senior Married Non-Union Male Graduated Slytherin
3987 42 Pureblood 923 Senior Married Non-Union Female Drop-Out Slytherin
3988 33 Pureblood 384.61 Senior Married Non-Union Male Graduated Ravenclaw
3989 33 Pureblood 1826.92 Senior Married Non-Union Female Graduated Ravenclaw
3990 41 Pureblood 1346.15 Senior Married Union Male Drop-Out Slytherin
3991 46 Pureblood 1942 Senior Married Non-Union Male Graduated Ravenclaw
3992 38 Pureblood 634 Senior Married Non-Union Female Graduated Ravenclaw
3993 58 Pureblood 1523 Senior Married Non-Union Male Graduated Ravenclaw
3994 42 Pureblood 1153 Senior Married Non-Union Male Graduated Gryffindor
3995 44 Pureblood 352 Senior Married Non-Union Female Graduated Gryffindor
3996 49 Pureblood 1233.5 Senior Married Non-Union Male Graduated Ravenclaw
3997 59 Pureblood 1846 Senior Married Union Female Graduated Gryffindor
3998 60 Muggle-Born 840 Junior Married Non-Union Female Graduated Ravenclaw
3999 39 Pureblood 1000 Junior Married Non-Union Female Graduated Gryffindor
4000 28 Pureblood 650 Senior Single Non-Union Male Graduated Slytherin
4001 29 Pureblood 372 Senior Single Non-Union Female Drop-Out Slytherin
4002 31 Halfblood 320 Senior Single Union Male Drop-Out Hufflepuff
4003 58 Pureblood 800 Senior Single Non-Union Male Graduated Hufflepuff
4004 51 Pureblood 2884.61 Senior Married Non-Union Male Graduated Ravenclaw
4005 55 Pureblood 800 Senior Married Non-Union Male Graduated Slytherin
4006 50 Halfblood 589 Senior Single Union Male Graduated Hufflepuff
4007 32 Pureblood 1634 Senior Single Non-Union Male Graduated Gryffindor
4008 32 Pureblood 1730 Senior Single Non-Union Male Graduated Gryffindor
4009 50 Halfblood 884.61 Senior Married Non-Union Male Graduated Slytherin
4010 38 Pureblood 1442 Senior Married Non-Union Female Graduated Ravenclaw
4011 35 Pureblood 1333.33 Senior Single Non-Union Female Graduated Hufflepuff
4012 37 Pureblood 2884.61 Senior Married Non-Union Male Graduated Gryffindor
4013 35 Pureblood 1346 Senior Married Non-Union Female Graduated Gryffindor
4014 63 Pureblood 1346.15 Junior Single Non-Union Male Graduated Gryffindor
4015 40 Pureblood 961 Senior Single Non-Union Male Graduated Slytherin
4016 46 Muggle-Born 541.5 Junior Married Non-Union Female Graduated Hufflepuff
4017 37 Pureblood 1500 Junior Married Non-Union Male Graduated Hufflepuff
4018 38 Pureblood 1480.76 Senior Married Non-Union Female Graduated Hufflepuff
4019 53 Pureblood 2442.3 Senior Married Non-Union Male Graduated Ravenclaw
4020 62 Pureblood 961 Senior Married Non-Union Male Graduated Hufflepuff
4021 21 Pureblood 18 Senior Single Non-Union Female Graduated Hufflepuff
4022 31 Pureblood 576 Senior Married Non-Union Female Graduated Hufflepuff
4023 57 Pureblood 1557.69 Senior Married Non-Union Male Graduated Ravenclaw
4024 36 Muggle-Born 1200 Senior Married Non-Union Male Graduated Ravenclaw
4025 30 Muggle-Born 320 Senior Married Non-Union Female Graduated Ravenclaw
4026 60 Pureblood 761.53 Senior Married Non-Union Male Graduated Ravenclaw
4027 61 Pureblood 120 Senior Married Non-Union Female Graduated Ravenclaw
4028 54 Pureblood 769.23 Senior Single Union Female Graduated Hufflepuff
4029 28 Halfblood 634.61 Senior Married Non-Union Male Drop-Out Slytherin
4030 61 Pureblood 730.76 Junior Married Non-Union Male Graduated Hufflepuff
4031 59 Pureblood 400 Senior Single Non-Union Female Graduated Hufflepuff
4032 41 Pureblood 461.53 Senior Single Non-Union Male Drop-Out Slytherin
4033 36 Pureblood 38 Senior Single Non-Union Female Graduated Slytherin
4034 28 Pureblood 769.23 Senior Married Union Male Graduated Hufflepuff
4035 27 Pureblood 865.38 Senior Married Non-Union Female Graduated Hufflepuff
4036 51 Pureblood 629.5 Senior Single Non-Union Female Graduated Slytherin
4037 63 Pureblood 402.5 Junior Married Union Female Graduated Ravenclaw
4038 26 Muggle-Born 1153.84 Senior Married Non-Union Male Graduated Ravenclaw
4039 32 Muggle-Born 808.2 Senior Married Non-Union Female Graduated Ravenclaw
4040 22 Pureblood 500 Junior Single Non-Union Female Drop-Out Slytherin
4041 49 Pureblood 807.69 Senior Married Non-Union Female Drop-Out Ravenclaw
4042 52 Pureblood 1493.53 Senior Married Non-Union Male Drop-Out Slytherin
4043 52 Pureblood 1088.4 Senior Single Non-Union Male Drop-Out Ravenclaw
4044 33 Pureblood 115.38 Senior Married Non-Union Female Graduated Ravenclaw
4045 50 Pureblood 1165 Senior Married Non-Union Male Graduated Ravenclaw
4046 48 Pureblood 709.84 Senior Married Union Female Graduated Ravenclaw
4047 32 Muggle-Born 686.53 Senior Married Non-Union Male Graduated Hufflepuff
4048 44 Halfblood 961 Senior Married Union Male Graduated Ravenclaw
4049 44 Halfblood 865 Senior Married Union Female Graduated Ravenclaw
4050 35 Pureblood 325 Junior Married Non-Union Female Graduated Slytherin
4051 60 Pureblood 461.53 Junior Single Non-Union Male Graduated Slytherin
4052 34 Pureblood 500 Senior Married Union Male Graduated Hufflepuff
4053 29 Pureblood 736.5 Senior Married Union Female Graduated Hufflepuff
4054 54 Pureblood 669.2 Senior Single Non-Union Female Drop-Out Ravenclaw
4055 26 Pureblood 1380 Junior Single Union Male Graduated Hufflepuff
4056 31 Pureblood 1500 Senior Married Non-Union Male Graduated Gryffindor
4057 31 Pureblood 1000 Senior Married Non-Union Female Graduated Gryffindor
4058 34 Pureblood 1384.61 Senior Single Non-Union Male Drop-Out Ravenclaw
